BHARAT ELECTRONICS,181.15,-3.2,(-1.74%),185,180.9
CASTROL INDIA,193.15,-1.85,(-0.95%),195.9,192.65
DCB BANK,193.85,-4.25,(-2.15%),199,193
POWER GRID,199,-2.3,(-1.14%),202,198
ENGINEERS INDIA,199.05,-1.5,(-0.75%),202.1,198.25
PNC INFRATECH LTD,207.7,-3.55,(-1.68%),213.75,202.65
ALLCARGO LOGISTICS,208.35,-1.95,(-0.93%),212.5,207.5
BLISS GVS PHARMA,214.55,-0.85,(-0.39%),221.9,214
ADANI TRANSMISSION,221.95,-0.7,(-0.31%),226.25,219.05
GUJARAT STATE PETRO,225.3,-0.65,(-0.29%),230.3,222.65
JBF INDUSTRIES,228.75,-1.8,(-0.78%),232.5,226.35
IRB INFRASTRUCTURE,233.3,-3.3,(-1.39%),238.8,232.55
TATA MOTORS - DVR,237.7,-2.6,(-1.08%),241.4,236.8
ASHOKA BUILDCON,244.05,-4.65,(-1.87%),252.1,243
NBCC,247.45,-2.2,(-0.88%),251.9,246.4
ITC LTD.,261.3,-1.05,(-0.40%),263.7,260.1
CROMPTON CONS ELEC,267.35,-1.65,(-0.61%),274.1,263.5
TORRENT POWER,271.1,-3.4,(-1.24%),276.15,270.05
BOMBAY DYEING,277.35,-7.45,(-2.62%),286.9,276.5
ADVANCED ENZYME,278.55,-3.3,(-1.17%),283.05,277
INOX LEISURE,281.5,-3.85,(-1.35%),286.95,279.65
PARAG MILK FOODS,289.55,-2.75,(-0.94%),296.45,287.9
STERLITE TECH,292.25,-2.5,(-0.85%),296.4,291
J KUMAR INFRAPROJECT,302,-3.8,(-1.24%),312.55,300.25
DELTA CORP,304.75,-2.85,(-0.93%),313.5,303.35
SBI,308.3,-5.85,(-1.86%),316.5,307.3
YES BANK,313.5,-1.7,(-0.54%),316.05,312
MARICO,317.05,-0.85,(-0.27%),323,314
PRESTIGE ESTATE,319.9,-1.9,(-0.59%),322.65,315.35
INDRAPRASTHA GAS,328.45,-3,(-0.91%),333.9,327.1
MAHINDRA HOLIDAYS,335.5,-3.45,(-1.02%),340.5,333
GREENPLY INDUSTRIES,336,-1.45,(-0.43%),339.8,335.2
CENTURY PLYBOARDS,337.8,-1.25,(-0.37%),344,336.75
DABUR INDIA,346.1,-5.45,(-1.55%),352.85,345
VIP INDUSTRIES,347.55,-1.05,(-0.30%),355.8,346.75
FUTURE LIFESTYLE,348,-4.3,(-1.22%),355.9,347.1
CANARA BANK,360.95,-7.2,(-1.96%),370.2,358.15
RAIN INDUSTRIES,362.1,-1.8,(-0.49%),367,361.15
E.I.D. PARRY,370.05,-4.9,(-1.31%),378.65,370.05
JYOTHY LABORATORIES,380.25,-3.95,(-1.03%),384.85,376.1
INDIAN BANK,380.45,-5.25,(-1.36%),387.4,376.3
ICICI PRUDENTIAL,389.8,-4.5,(-1.14%),394.25,388.5
AHLUWALIA CONTRACTS,392,-10.7,(-2.66%),410.85,392
INDIAN OIL CORP.,392.25,-9.25,(-2.30%),404.7,390
HIMATSINGKA SEIDE,395.7,-2.7,(-0.68%),408,392.5
ADANI PORTS,398.1,-5.45,(-1.35%),404.7,397.8
TATA MOTORS,418.4,-4.1,(-0.97%),424,416.25
HINDUSTAN PETROLEUM,421.55,-4.15,(-0.97%),428.4,420
CADILA HEALTHCARE,424.9,-5.55,(-1.29%),434,422.75
VRL LOGISTICS,425.3,-9.6,(-2.21%),433,422.5
CHENNAI PETROLEUM,429,-2.8,(-0.65%),437.35,425.15
JK LAKSHMI CEMENT,431.4,-3.85,(-0.88%),438.35,430
TV TODAY NETWORK,435.95,-3.95,(-0.90%),452,429.15
SHARDA CROPCHEM,449.6,-10.05,(-2.19%),462,447
M&M FINANCIAL,468.4,-5.2,(-1.10%),476.7,467
OBEROI REALTY,471.45,-4.25,(-0.89%),477.55,469.2
CAN FIN HOMES,476.35,-14,(-2.86%),490.85,474.05
BAJAJ CORP,477.3,-9.9,(-2.03%),499.85,477
RUPA & COMPANY,488.6,-3.6,(-0.73%),498.3,486.5
TECH MAHINDRA,498.45,-4.6,(-0.91%),507.95,495.05
HSIL LTD.,502.5,-6,(-1.18%),511.35,502.5
RBL BANK,507.75,-7.75,(-1.50%),514.5,507
LINDE INDIA,516,-3.85,(-0.74%),519.8,511.6
JUST DIAL,523.15,-2.95,(-0.56%),532.85,517.55
BPCL,524.8,-8.4,(-1.58%),537.4,521.25
BHARTI AIRTEL,531.05,-2.95,(-0.55%),545,530.1
BIOCON,539.5,-2.05,(-0.38%),546.45,539
KAVERI SEED COMPANY,545,-13.55,(-2.43%),562.25,545
SYNGENE INTL.,545.35,-1.9,(-0.35%),560,539
AXIS BANK,547.4,-7.15,(-1.29%),553.1,544.35
KANSAI NEROLAC PAINT,552,-2.5,(-0.45%),560.65,552
LIC HOUSING FINANCE,561.65,-6.6,(-1.16%),567,559.5
SUN PHARMA,567.9,-9.8,(-1.70%),585.65,566.25
SUNDRAM FASTENERS,571.85,-7.65,(-1.32%),585.9,564.6
DEWAN HOUSING,586.7,-6.6,(-1.11%),595.4,581
MAX FIN. SER.,600,-6.25,(-1.03%),610,596.35
KRBL LTD.,603,-4.5,(-0.74%),607,595
CIPLA,605.05,-7.25,(-1.18%),616.5,602.5
IPCA LABORATORIES,605.15,-2.1,(-0.35%),618.05,601.05
CAPLIN POINT LABS,631.05,-4.9,(-0.77%),641.9,630.15
VOLTAS,655.2,-12.7,(-1.90%),675,645.05
FINOLEX INDUSTRIES,660,-5.5,(-0.83%),674.85,658.05
AU SMALL FIN. BANK,674,-7.8,(-1.14%),684.75,673
REPCO HOME FINANCE,679.8,-4.05,(-0.59%),692.9,668.3
TATA COMMUNICATIONS,680,-11.15,(-1.61%),696.7,677.55
AUROBINDO PHAR.,684.65,-6.05,(-0.88%),701,680.7
CAPITAL FIRST,694,-6.35,(-0.91%),703.7,686.55
FINOLEX CABLES,696.55,-8.2,(-1.16%),708.45,695.45
KAJARIA CERAMICS,710.5,-7.7,(-1.07%),730,704.75
GUJARAT ALKALIES,718.8,-6.05,(-0.83%),732.1,714
TATA CHEMICALS,730.7,-5.9,(-0.80%),739.7,729.6
BATA INDIA,743.1,-7.65,(-1.02%),759,740.1
TVS MOTOR COMPANY,762,-7,(-0.91%),782.9,760
JUBILANT LIFESCIENCE,770.55,-11.7,(-1.50%),808.4,763.2
APAR INDUSTRIES,793.3,-9.7,(-1.21%),800,785
RAJESH EXPORTS,802.1,-5.95,(-0.74%),810,799
NAVIN FLUORINE INTL,822.95,-2.75,(-0.33%),840.05,815
ASTRAL POLY TECHNIK,828.5,-7.65,(-0.91%),839.8,828
STRIDES SHASUN,829.6,-3.95,(-0.47%),840,825.3
IGARASHI MOTORS,865,-16.45,(-1.87%),893.95,865
ZENSAR TECHNOLOGIES,870.2,-8.7,(-0.99%),890,870
HCL TECH,880.9,-3.2,(-0.36%),890,876.05
PIDILITE INDUSTRIES,902.9,-13.05,(-1.42%),917.4,901
8K MILES SOFTWARE,913.1,-3.95,(-0.43%),928,903.95
TATA ELXSI,944.7,-8.15,(-0.86%),958,940
PI INDUSTRIES,956.6,-8.15,(-0.84%),969.4,949.95
NATCO PHARMA,957.25,-13.2,(-1.36%),977.9,950.1
GODFREY PHILLIPS,989.35,-5.1,(-0.51%),1000,985.25
VINATI ORGANICS,990.25,-21.3,(-2.11%),1017.6,985.35
DILIP BUILDCON,999.3,-7.85,(-0.78%),1016,987.25
KOTAK MAH. BANK,1004.6,-8.7,(-0.86%),1019,1001.55
CESC LTD.,1045.5,-7.45,(-0.71%),1065.95,1038.9
AARTI INDUSTRIES,1068.65,-5.55,(-0.52%),1089,1060
MAHANAGAR GAS LTD.,1090.15,-17.2,(-1.55%),1106.6,1082.5
DIVIS LABORATORIES,1113,-12.3,(-1.09%),1137,1111.3
BIRLA CORPORATION,1126.05,-9.35,(-0.82%),1150.15,1122
ASIAN PAINTS,1143.5,-4.95,(-0.43%),1155,1142.25
THERMAX,1193.55,-15.55,(-1.29%),1238.1,1181.35
INTERGLOBE AVIATION,1207.5,-13.1,(-1.07%),1229.9,1196.45
L&T,1253.25,-5.35,(-0.43%),1265,1250.6
CHOLAMANDALAM INVEST,1275.45,-11.95,(-0.93%),1295.05,1272.1
PNB HOUSING FINANCE,1313,-12.3,(-0.93%),1333.2,1310.25
CARE,1339,-7.4,(-0.55%),1352.45,1333
PVR LTD.,1408.1,-21.4,(-1.50%),1440,1404
CENTURY TEXTILES,1422,-6.25,(-0.44%),1443,1422
MOTILAL OSWAL,1475.1,-16.85,(-1.13%),1513.75,1465.85
AJANTA PHARMA,1478.55,-5.65,(-0.38%),1500,1469.1
AIA ENGINEERING,1580,-12.35,(-0.78%),1592,1580
HDFC,1694.5,-13.5,(-0.79%),1715.05,1690
SHEELA FOAM,1695,-31.65,(-1.83%),1742,1661
SYMPHONY,1708,-14,(-0.81%),1738.55,1697.75
JUBILANT FOODWORKS,1712.3,-12.3,(-0.71%),1738.55,1700
BAJAJ FINANCE,1754.65,-12.8,(-0.72%),1779,1747.25
AKZO NOBEL INDIA,1795.05,-6.35,(-0.35%),1839.9,1794
CRISIL,1865,-9.95,(-0.53%),1900,1853
APL APOLLO TUBES,1972,-7.2,(-0.36%),1999.95,1947.2
SHRIRAM CITY UNION,2035,-45.15,(-2.17%),2080,2020.2
BASF INDIA,2133,-52.6,(-2.41%),2203.8,2130
AVANTI FEEDS,2507.85,-18.55,(-0.73%),2549,2501
BAJAJ HOLDINGS,2878.6,-79.05,(-2.67%),2929.95,2858.6
BAJAJ AUTO,3301.45,-34,(-1.02%),3339.75,3285
HERO MOTOCORP,3713.5,-65.85,(-1.74%),3788,3656.85
BRITANNIA IND.,4683.65,-46.85,(-0.99%),4735.75,4665.05
SCHAEFFLER INDIA LTD,5790.35,-18.3,(-0.32%),5960,5674.05
LAKSHMI MACHINE WORK,5846.4,-51.2,(-0.87%),5949,5827.6
GILLETTE INDIA,6720.2,-28.7,(-0.43%),6806.9,6671
TTK PRESTIGE,7765.5,-191.85,(-2.41%),7980,7659.95
EICHER MOTORS,29951.75,-212.25,(-0.70%),30289.5,29700
Company,Last Price,chg,%chg,Day High,Day Low
